text,label
mantap terimaka banyak,positif
produknya bagus sesuai deskripsi produk.kaosnya halus dan bahanya tebal juga.penjual nya juga responsif banget lgsg ka info waktu ukuran yang diminta habis.dan paketnya dikirim rapi banget cuma sayang agak lama di kurir.tapi overal recomended penjual,positif
ini juga oke. mantaf.,positif
"utk yang kesekian kalinya order d sini tidak pernah kecewa, sesuai pesanan n kwalitasnya bgus.",positif
sesuai pesanan mau beli lagi,positif
bagus sangat puas belaja di tokped,positif
ya bagus adem nyaman terbaik dah,positif
"terimaka banyak,sesuai pesanan.",positif
bajunya bolong. gp saya terima. soalnya kalauo ga bolong bagaimana cara makenya. hahaha,positif
"bagus bhanya sesuai deskripsi,g tipu-tipu.bintang 10 kalau order lagi dsni lagi kakak kemasan rapi.pelayanan ramah n cepat.",positif
"wah mantap. barang sesuai harapan. bahan bagus dan cukup tebal. ada harga, ada kualitas. ^",positif
lumayan bagus susuai harganya bahan dan kualitasnya.,netral
kaos sesuai deskripsi produk.bahanya halus banget dan tebal juga.dan paketnya rapi banget cuma sayang agak lama di kurir.tapi overal recomended penjual,positif
"utk yang kesekian kalinya order d sini tidak pernah kecewa, sesuai pesanan n kwalitasnya bgus.",positif
"tidak sesuai pesanan,pesan size m dateng size xl",negatif
"god quality , keren bangetr bahan enak, nyaman",positif
untuk harga segitu barangnya bagus bgt. terima kasih ramayana,positif
packing rapi.sesuai gambar .bahan bagus,positif
barang nya bagus banget gan. maka gan,positif
"god quality , keren bangetr bahan enak, nyaman",positif
kesesuaian dengan deskripsi kurang gk pake busa hanya pake kawat.,negatif
"kualitas bagus,sesuai gambar.tq",positif
terima ka dan cocok barangnya,positif
trima ka h banyak.,positif
bh nya bagus suka.mksh ramayana,positif
"bahan bagus nyerap, tapi kecil dilingkarkan badan. jahitan kurang rapih tali bh copot. harga sesuainya seperti dibeli +/-35rb. kalau 179 kemahalan =-o",positif
"ukuran pas, sesuai deskripsi.tks",positif
barang sudah sampai tapi bahan biasa saja.,positif
"barang tidak rekomen, ukuran tidak sesuai",positif
"barang sudah diterima dan tidak sesuai dengan ukuranya, ukuran xl anak-anak",negatif
sesuai. bahan bagus. cepat,positif
barangnya ok cuma gk berapa melar jadi kesempitan sedih ,positif
packing rapi barang cepat sampainya,positif
produk sesuai foto dan deskripsi. pengiriman cepat. terima ka !,positif
"sesaui deskripsi, material produk sangat bagus, pengiriman rapi dan cepat, respon cepat.",positif
"tasnya bagus bgt, bahanya bagus dan sampai tepat waktu. makasi cs dan team yang sigap proses order, barangnya jd bisa saya bawa untuk mudik.",positif
barang bagus.packing rapi.cm agak lama ngirimnya,positif
terima ka barang sudah sampai,positif
deskripsi produk sesuai kenyatan. sip. pas untuk ipad 9.7inch. thanx,positif
"tasnya ntaps, kualitas sedang lah sesuai harga",positif
trimaka paket udh tiba. walaupun terlambat.,positif
tidak sesuai dengan deskripsi kecewa sama online shop ini. awalnya saya kira ya kalau bodypack mah aman. bagus jadi mau coba. jadi setelah dikirim saya lihatnya belakangan. pas di lihat eh ternyata. detail ukuran tidak jelas danamp; meleset dari angkanya. yang paling menonjol di sletingnya yang tidak sesuai. ingin retur kalau bisa. saya meragukan ini toko oficial store dari bodypack.,negatif
kualitas ga perlu diragukan lagi.,positif
"produk bagus, datengnya cepat, dan packingnya juga baik",positif
oke oke. lumayan untuk harga segitu ,positif
pngirman cepat dan rapi,positif
pesanan ransel sudah diterima dengan baik. kwalitas produk sesuai harga ok lah. mudah-mudahan awet. god job mudah-mudah bisa tetap berlanganan.,positif
"sangat recomend, puas pokoknya",positif
cepat prosesnya dan sesuai gambar,positif
"barang mantap, cocok sama perkiran",positif
"sesuai estimasi, bodypack terjamin kualitasnya",positif
"pengiriman lumayan cepat, barang bagus, hanya saja posisi sleting utama tidak seperti yang di gambar. posisi sleting utama tas yang saya terima malah seperti tipe yang satunya (maglef)",positif
bagus. thank you. pengiriman cepat,positif
pengiriman cepat danamp; barang sesuai,positif
"pengiriman lumayan lama, packingnya rapi,wlwpun cm tas tapi pake bublewrap, tasnya bagus,egk nyesel, top",positif
terima ka gan. moga kuat and awet,positif
"barang sesuai dengan deskripsi, pengiriman cepat dan tidak ada cacat. salah satu product bodypack yang dibawah 10rb.",positif
bagus sesuai ekspektasi. terima kasih,positif
brang okh.sayang saya salah pesa uk.harus s .tapi trims banyak,positif
eta terangkanlah kaka sedih (,netral
"respon cepat , barang mantap , akurasi tepat",positif
barang sudah sampai bgs.!,positif
"pengiriman cepat, kualitas sesuai",positif
"barang sudah sampai, bagus.!",positif
sesuai dengan yang di poto,positif
ukuran kurang pas dg deskripsi no.39 (24 cm insole) sat dicoba keliatan kegedean 1 cm. mau gamau hrz nambah tambalan spy ga keliatan kegedean.,positif
"sepatu ketiga dari alive, ga pernah kecewa❤",positif
"sepatunya bagus banget! nyaman, empuk, ringan dan yang ga ketingalan tuh pas dikantong akan ada pembelian selanjutnya nih pasti! kep the god work alive love arts!",positif
"barang sangat bagus, kemasanan juga rapih, sangat memuaskan",positif
"produk sesuai,barangnya bagus, dipke nya nyaman terima ka ",positif
"bagus banget, sznya pas",positif
barang sudah sampai puas bnget sama produknya.,positif
"suka sama sepatunya, nyaman dipakai dan modelnya juga cantik",positif
sepatunya okeh.nyaman dipake.karet belakangnya kurang bagus ya.biasa karet bgtu cpt kendor.,positif
sip! pemesanan diterima dengan baik. sat dipakai rasanya empuk dan ringan,positif
"sukak bgt sama spatunya, packingnya rapih, pngiriman jg cepat, haknya kokoh.biasanya suka ada yang goyang-goyang pdahal produk mahal.tq sangat ya penjual.sukses slu",positif
maka sepatunya uda nyampek.mantap,positif
tq yh cpt bgt responya,positif
barang sudah sampai dan puas lah belanja di toko ini. semoga nanti bisa berlanganan di toko ini.,positif
bagus aku sukak,positif
"penjual responsif, pengiriman cukup cepat, untuk produknya lumayan bagus, dapat kartu garansi juga selama 30 hari. hanya saja karkotak nya pas diterima agak jelek.",positif
"barang aslinya sesuai di foto dan bagus, dipaketkan dengan rapi. terima ka senang ",positif
suka.nyaman,positif
barang tidak mengecewakan,positif
"produk yang di terima sesuai dengan pesanan, empuk dan enteng banget, cuma agak kecl uk nya",positif
"product baik, bungkus rapi",positif
"barang oke sudah di terima, bagus dan empuk. namun sayang, karkotak penyok sat proses pengiriman oleh kurir sedih ",positif
"ukuranya pas, barang tiba sesuai deksripsi, nyaman dikaki, recomended ",positif
bagus. enteng. barang rapih. penjual ramah,positif
rapih bagus kualitas mal terima kasih,positif
"the best, pas ukuranya, enak dipakenya",positif
kualitas sesuai cepat lagi kirimny mantap ,positif
sesuai details di gambar.,positif
maka paket sudah diterima.,positif
"produk bagus, penjual responsive, mantap",positif
"uk,warna sesuai dengan pict. pengiriman barang cepat.",positif
ukuran dan warna sesuai dengan foto dan deskripsi produk yang di jual pengiriman 1 hari 2jam udah sampai rumah,positif
barang bagus barang oke,positif
kaosnya bagus sip,positif
ber 2 notifikasi. ampe pegel ngetiknya,positif
"kualitas bagus, harga terbaik",positif
adem bahanya. keren kaos nya terima kasih ya.,positif
"kaosnya bagus, bahanya adem dan lembut",positif
barang perfect. sesuai pic danamp; deskripsi,positif
blnj trs . .,positif
barang bagus. pas di kaki. warna dan motif keren,positif
"barang bagus sesuai deskripsi. saya biasa pakai size 39, sepatu ini size 40 tapi ngepas banget ya .",positif
keren.sesuai dng gambar cantik bajunya.apalagi dapat harga diskon luar biasa.maka kaka,positif
barang bagus sesuai deskripsi,positif
kualitas ga perlu diragukan lg eiger the best,positif
respon cepat. recomended penjual.,positif
"respon ramah, barang ok, pengiriman cepat.",positif
bagus. recomended,positif
barang sampai dan sesuai deskripsi. ori,positif
"produk berkualitas. produk sesuai deskripsi. semuanya oke, cuma di label harga beda dengan harga di deskripsi, di label harganya lebih murah.",positif
barang sampai dengan baik,positif
sesuai deskripsi keterangan produk,positif
bagus. barang sesuai. gk kecewa!,positif
gapernah kecewa beli disini hehe,positif
oficial store tapi buruk. saya kecewa,negatif
trima ka gan paket sudah sampai dengan selamat dan d packing dengan sangat baik.sukses terus untuk eigerindo.,positif
"barang sesuai pesanan, pelayanan oke bgt, packing mantap. terbaik lah.",positif
size dikirim sesuai dan saya suka produk dari eiger karena kwalitasnya,positif
barang bagus.packing aman.puas banget.terima ka h.,positif
pesanan diterima dengan baik.terima ka ,positif
"tasnya bagus. jahitan kuat, bahan tebal. pokoknya pas .",positif
seperti biasa. gak kecewa,positif
"tepat waktu, packing oke",positif
"yang di pesan dan beda yang dikirim,",negatif
produk sudah sampai sesuai pesanan ,positif
"oke, bagus, pas ditangan. terima kasih.",positif
kualitas bahan emang bener bagus. mantap lah,positif
god job blow job,positif
respon agak lambat tapi over al barang oke.,positif
puas dengan barangnya bagus.,positif
kokoh dan sesuai deskripsi. maka ya,positif
"barang sesuai deskripsi, mantul",positif
"ka bintang aja, ga bisa ka foto sm komen",positif
"barang sesuai gambar dan deskripsi, pengiriman standar lah. tetep mantaps",positif
bahan tebal dan berkualitas. product eiger memang beda dengan yang lain,positif
"suka banget, semoga awet ya amin",positif
barang nya kokoh dan bagus,positif
recomended banget nih!,positif
bahan sangat kokoh dan antishock berfungsi sangat baik,positif
"barang bagus, ori, respon ramah, hanya saja respon sangat lambat, mungkin karena sibuk. tolong tingkatkan lagi kecepatan responya",positif
packing rapi. barang ok. mudah-mudahan awet.,positif
"prety shoes , nyaman juga dipakainya. semoga awet ya.",positif
"sepatunya bagus, model nya simple jd kelihatan elegan plus nyaman, moga awet ya. banyakin lagi kak model-modelnya",positif
"barang cepet sampe, respon penjual baik",positif
"respon ramah, pengiriman cepat, barangnya bgs senang .maka ",positif
"barang sesuai gambar, fast respon terima kasih alive senang ",positif
"pernah punya yang grey dan langsung suka sama merek ini, ternyata yang navy kurang sesuai ekspektasi warnanya, tapi penjual responsif dan pengiriman cepet, sepertinya akan repeat order , recomended penjual",positif
"respon cepat, pelayanan sangat ramah, paketnya juga cepat sampai, sangat nyaman dipakai, thankyou alivelovearts ❤️❤️",positif
murah tapi mewah. love banget sama alive,positif
"barang sesuai gambar, fast respon terima kasih alive senang ",positif
maka ya ! respon cepat barang sesuai pesanan,positif
"wangi bgt, bs pke di bdn ga nih? ",positif
"barang bagus, puas dan wangi bgt",positif
"ukuran dan warna sesuai di foto, paketnya rapi dan tidak cacat. terima ka senang ",positif
"lutchu sekalih. suka sepatunya empuk, hels nya kuat terima ka , semoga awet nih biar jd langanan",positif
ga sesuai kaya barang loakan,negatif
produk bagus. recomended,positif
"barang bagus respon cepat, sesuai gambar puas banget",positif
produk sesuai dengan deskripsi. packing aman. respond cepat.,positif
"sepatu sesuai deskripsi, warnanya cantik, terima kasih",positif
saya minta no 37 .tapi yang dtg no 39.tapi gapapalah.lain kali lebih teliti lagi.alhasil sepatu y d pake saya semua.,positif
"gak sesuai gambar, bahanya mirip jaket 50rbuan",negatif
"produk tidak sesuai gmbar, lalu bagian bahu nya tidak polos.packing rapi.terima kasih",netral
iyayayaya lumayan lahb,positif
harga 20rbdan#39;an . kualitas 70 rbdan#39;an . map sedikit kecewa,negatif
"barangnya bagus, tapi sepertinya ini size fit to m bkn fit tapi l.",positif
"bagus, tapi perlu tambahan patch sendiri biar ngak terlalu polos. namun tidak sesuai deskripsi, tidak ada variasi pada lengan. itu aja bahan nyaman dipakai",positif
barang bagus dan original,positif
original.tapi sayag kesempitan cb no 40 ny ad.,positif
bagus banget sepatunya. sesuai ukuranya. thank you.,positif
produk bagus.suka banget,positif
"terimaka . proses cepat, barang tepat.",positif
"recomended penjual, barang bagus sesuai pesanan. terima kasih gan",positif
"penjual responsif dan ramah, produk sesuai deskripsi, sepatunya bagus bgt, pengirah cepat",positif
"terimaka , saya tungu produk terbaru weinbrener lainya ya.",positif
ukuran dan warna sesui dengan foto tidak ada cacat recomonded !,positif
"barangnya ok banget, sesuai pesanan tapi sayang telat pengirimanya. trims",positif
produk bagus sesuai gambar. terima kasih,positif
"pengiriman cepat nyampe, barang kualitas ok, ukuran sesuai.",positif
"warna sesuai dengan gambar, ukuran sesuai dengan yang saya pesan. kualitas produk amazing menurut saya, sangat suka dan puas. terima ka bata dan tokopedia. mantul!",positif
tks gan.sudah ditrm dg baik.aman.bgs.,positif
"bagus sesuai gambar,cuma saya gak sesuai dg bentuk kaki saya",positif
"barang sudah sampai ditangan dengan aman. produk sesuai dengan deskripsi. pengiriman aman, produk nya pokoknya enak dan nyaman serta berkualitas. recomended penjual senang ",positif
sepatu sangat nyaman dipakai,positif
pesen nya size 41 yang dateng size 40. tapi muat untungnya.,positif
"mantap, produk bagus bngt, recomded pokoknya mah.",positif
"produk sesuai dengan gambar, ukuran nya pas, dan kokoh. pengiriman juga cepat 1 hari sudah sampe. mudah mudahan awet terimaka .",positif
respone cepat dan paket nya rapih banget,positif
"barang sampai sesuai dengan jadwal pemesanan, kualitas barang yang bagus, nice",positif
produk sesuai respon penjual cepat,positif
barang cepet sampe. barang bagus.,positif
"barang sudah diterima, terima ka ",positif
"pesanan relatif cepat sampai, produknya memuaskan-sesuai dengan deskripsi. terima ka .",positif
"barang bagus, ukuran agak besar dibanding sepatu biasanya",positif
"barang sesuai deskripsi, packingan rapih tapi pengiriman lama.🤭 semoga aja awet ya krn untuk hadiah lebaran.",positif
"mantap abis sepatunya super gede , keker , dan design yang elegant",positif
produk ok. packing jelek banget cuma d bungkus plastik.,positif
terima ka petugas jne yang sudah bantu packing paket saya.wkwkwkw,positif
produk bagus dan cepat sampai.,positif
bagus sesuai foto dan nyaman dipakai nomor pas di kaki,positif
"enak dipakainya , pengirimanya agak.lama ya",positif
"cakep,.,.,.",positif
gambar sesuai foto. sandalnya lentur dan bagus.,positif
barang sesuai dg pict y. bagus n pas bgt d kaki. terima kasih y. pengiriman jg cepat.,positif
"bagus produk ny, cuma smpt gak puas sm yang anter (gojek)nya. dia yang nyasar malah marah-marah ke saya. next time tlg ditanyain dulu gosend ny tau jln/ngak. terima kasih u",positif
produk sesuai deskripsi dan recomended bagi yang suka sepatu kasual.,positif
"ganti best yah, siplah! semoga tambah mantap",positif
barang sesuai gambar dan pengiriman cepat,positif
barang oke .,positif
"tepat, cepat dan terpercaya. tks",positif
"diterima dengan baik, tidak diragukan lagi, untuk kualitas produk. top.",positif
"ga ragu lah sama bata, harga merakyat kualitas top. pertahankan terus ya bata. ",positif
"barang god, respon penjual baik, pengiriman cepat. pokoknya mantap lah.!",positif
sepatunya mirip tapi kok mereknya beda yang dikirim sama yang didisplay deskripsi nya ya? merk deskripsi bfirst bukn north star.,netral
saya sangat puas. prokotak bagus. namun pengiriman nya lama sekali hahaha. tapi overal mantap la. horas dari medan,positif
mks ya ka suka bgt paketnya rapi,positif
"langsung diamankan sama jagoan saya.hahaha. udah keliling ke toko toko bata , gak dapat yang nomor 36, eh ada disini.murah pula.dibanding yang di toko fisiknya. so.sepatu legenda, dari ayah referensi ke anak. semoga makin sukses ya.",positif
ukuran internasional jd ukuranya besar dibanding product lokal lainya. overal bagus. terima kasih,positif
barang bagus sayang nyampenya lama,positif
"barang datang 1 hari sesudah pemesanan. cepet banget!, ukuran juga pas banget, nyaman",positif
"recomended penjual, maka senang ",positif
"sangat memuaskan, penjual ramah,",positif
sobek.,negatif
"barang sesuai deskripsi, original, nyaman dipakai, pengiriman cepat, respon penjual juga cepat. trims bata",positif
"barang sampai dengan aman, sendal nyaman di pakai, recomended penjual",positif
sendal bagus enak dipakai,positif
"pengepakan rapih,kualitas sesuai dengan harganya cukup untuk sehari hari",positif
barang sesuai cepat sampai,positif
"barang sudah sampai ditangan dengan aman. produk sesuai dengan deskripsi, original, pengiriman aman tanpa ada cacat sedikitapiun, respon penjual nya juga ramah. recomended penjual senang ",positif
produk bagus tapi tidak sesuai pesanan.saya minta ukuran 31 yang dtg 32.jd ga bs di pakai sekarang ,positif
barang sudah 2 mingu saya kirim sis.tolong dikirim kembali krn sepatu yang dikomplen mau dihadiahkan ke saudara.saya tungu kirimanya dari bata oficial,negatif
oke bgt.,positif
"barang sesuai dengan foto, paket rapih",positif
"barang bagus, sesuai deskripsi",positif
cepat sampai dan diterima tapi belum dibuka,positif
"ukuran sepatu ini lbh kecil, beda sama sepatu anak saya sebelumnya. tapi, puas",positif
god product .,positif
"barang bagus ya. sesuai banget. tapi proses ngirim lamanya kebangetan padahal sengaja pk grabsend.alhasil si abang grab nyampenya malem, pas waktunya nidurin anak. so . ga kedengeran. n abang grabnya marahdan#34; k saya! mending ga usa ksh pilihan pke sameday kalauo gt.terima ka .",positif
"produknya ok dan pas sekali karena sudah sering pakai bata comfit, namun pengiriman super duper lama. tolong diperbaiki lagi untuk pelayananya, lagi pula rumah saya dekat sekali. terima ka ",positif
"bintang yang bicara, puas,",positif
produk keren pengiriman cepat,positif
"barang sesuai, memuaskan, dan recomeded penjual",positif
"sesuai pic barang mulus, semoga awet dan kepake",positif
barang original dan real pict,positif
sesuai dengan deskripsi. recomended. puas bgt. keren,positif
"barang sampai tanpa cacat, pengiriman cepat. terima ka ",positif
mantep sesuai dengan ke inginan.recomended bgt,positif
sesuai deskripsi. terimaka .,positif
agak kecewa sedikit seh barangnya lecet lecet,positif
"pesanan sesuai, warna jg sesuai foto.bagus dan enak pakai terima kasih",positif
"alhamdulilah istri saya suka, kualitas oke punya",positif
"bagus sich tapi sayang banget belum di pakai udah sobek dikit-dikit dipingirnya,kalau mau kirim dicek dulu ya.",negatif
"keren mamah saya suka banget, maka bata fast response danamp; fast delivery",positif
sangat kecewa. produk yang dikirim tidak seperti di gambar. yang dikirim malah warna putih. benar benar kecewa,negatif
barang sesuai gambar respon cepet barang cepet sampe juga,positif
respons lelet dan pengiriman lama,positif
"barang bagus sesuai gambar, packing rapi, pengiriman cepat. terima kasih",positif
"flash sale! barang bagus sesuai gambar, packing rapi, pengiriman cepat. terima kasih",positif
suka bagus banget sering-sering flash sale ya hihi,positif
"sandalnya bagus, lentur, harga sesuai. warna merahanya cantik",positif
barang bagus cuma pengiriman agak lama krn saya pilih yang 1 hari,positif
"kualitas bagus, sesuai pict, pengiriman cepat, agt memuaskan",positif
produk sesuai dengan di gambar,positif
terima kasih.,positif
"sandal sesuai dengan deskripsi, nyaman dipakai, proses pengiriman cepat",positif
"sandal enak dipakai,hanya packingnya saja yang kurang baik.",positif
barang bagus . cocok pas dikaki. nyaman gak nyesel.,positif
nice. terima ka .,positif
"barang sesuai deskripsi.kualitas produk memuaskan, pengiriman cwpat, tapi sayang packing nya seadanya.",positif
bagos produknya. pengiriman cepat,positif
barang sudah diterima dengan baik dan sesuai diskripsi,positif
"sandal bagus, service cepat, recomended penjual!",positif
paket rapi dan produk sesuai harapan,positif
"sedikit kecewa karena setelah bayar, saya baru cek ternyata harga flash sale lebih mahal dari harga diskon biasa. harga flash sale rp 19.920, sdgkan di etalase biasa malah lebih besar diskonya jadi rp 174.930. kualitas jahitan rapi. empuk dan nyaman dipakai. semoga awet.",positif
"puas.barang oke,pengiriman cepat ",positif
"barang bagus cm pengirimanya agak lama,.",positif
"packaging rapi, pengiriman cepat, barang ori, pas ukuranya n empuk dipakenya. terima kasih",positif
sangat buruk sekali.saya uda bayar saya komplen uda saya kirim barangnya tapi barang tidak dikirim kembali kesaya.sangat buruk pelayananya dan sangat menyesal sama percaya bgitu saja.katanya mau kirim tetapi saya ud mnungu cukup lama tidak dikirim.sangat sangat kecewa telah membeli,negatif
mantul original batako,positif
"barang sesuai foto, bagus dan rapi. semoga awet.",positif
product nya bagus dan sesuaidengan gambar dan deskripsi.,positif
"dah dipakai 4 bulan. puas. mau beli lagi untuk cadangan tapi stok kosong. tolong restok lagi, dong.",positif
semoga awet serta nyaman dipakai nya.,positif
barang sampai dengan selamat dipakainya nyaman dan keren,positif
respond penjual lama sekali. barang bagus,positif
oke sip. tidak ada cacat. bagus bgt. nyaman bgt dipake,positif
terima kasih.barang bagus.sesuai ekspektasi ,positif
"packing kurang aman, hanya kotak sepatu saja dan ada sedikit lecet / lekang di sepatu. sisa nya oke smua. semoga awet",positif
"produk sesuai, cuma ngepres banget dikaki, he he harusnya no 43 kali",positif
"uk, warna dan model sesuai pesanan,produk bagus, tks",positif
mantap. keren. mantaps !,positif
barang lumayan sesuai harga,positif
"barang sesuai pesanan, ringan dan bagus, ok, keren, tapi untuk kenyamanan kurang banget, sesuai harga lah, tnx toped",positif
barang diterima dengan baik,positif
"barang bagus, responya baik dan cepat.",positif
barang sudah sampai dan sesuai.,positif
"barangnya bagus, sesuai harga",positif
barang bagus cuma saya kira 40 pas. ternyata kekecilan jd saya ka adik saya saja. trims,positif
"barang bagus, sesuai gambar",positif
"packing bagus, cuma lama aja konfirmasinya. over al god lah",positif
barang sudah sampe. terima ka dan tingkatkan lagi responya,positif
"proses barang lama, padahal lagi butuh sedih ",negatif
bagus sesuai dengan ikalauan dan sepatu nya ringan.,positif
cakeup pisan. bagus ,positif
"cpt sampai, packing rapih, respon baik, qualitas barang bagus, trims penjual",positif
"packing rapi, barang cepat sampai dan sesuai spek. terima ka ",positif
barang bagus dan cepat sampai,positif
bagus.alhamdulilah dapet harga promo,positif
sesuai description oke,positif
"god product, terima ka h meskipun lama dipengiriman",positif
"puas banget. kualitas bagus, ukuran juga sesuai. bata yang kategori comfort ini memang favorite saya.",positif
"bagus, sesuai gambar. tks penjual",positif
bagus🤩,positif
"barang sudah samapai, sesuai diskripsi,packing rapi.overal puas .sesuai pesanan saya.terimaka .",positif
“saya senang produknya dipaketkan dengan rapi dan tidak ada cacat. recomended,positif
"barang oke, semoga awet, istri juga suka",positif
kegedean uk 37 nya kaya ukuran 38,netral
"sepatunya bagus sesuai gambar, tapi sayang ternyata ukuranya lebih kecil. biasa beli dn pakai bata no.36 khusus model ini lebih kecil sedikit jd sat dipakai agak sakit karna kekecilan",positif
"deskripsinya bagus, sesuai banget sama aslinya",positif
produk sesuai dengan deskripsi dan sudah diterima dalam kondisi baik. terima ka ,positif
size 38 (5) kekecilan sis. biasanya pakai 38 tapi ini kecil 38 nya,positif
barang berkualitas. sesuai foto,positif
ukuran dan warna sesuai dengan foto dan deskripsi produk yang dijual”,positif
lumayan.,positif
"barangnya kaya bekas etalase, banyak debu apalagi karkotaknya, ya sesuai harga lah, walau oficial store.",netral
barang oke banget respond juga cepat. recomended banget ,positif
bagus. terima ka penjual.,positif
"bagus, sesuai harga dan berkualitas",positif
keren banget sesuai kualitasnya. murah dapet harganya. terima kasih u,positif
barang sesuai dengan pesanan,positif
barang sesuai deskripsi. proses pengiriman lancar,positif
barangnya sudah diterima.,positif
packingnya tolong lebih rapi lagi,positif
"kemasan rapi, harga terjangkau barang sesuai pesanan dan gambar",positif
sepatunya kegedean gk ditulis di keterangan standar ukuran lokal/eu sedih ,netral
"terima ka kalo ada model baru 2019, bisa langsung kasi kabar.",positif
"trimaka 1hr lgsug sampe,maf bru konfr",negatif
bagus sesuai picture. recomended. maka ,positif
produk nya oke tapi curiga ini barang stock lama dan ukuran nya sempit bgt,netral
produk baik namun untuk pengiriman agak lambat,positif
"packing oke, harga barang bersahabat.",positif
"ukuran nya 36 kecil,jadi ga bisa dipake sepatunya.biasanya pesan sepatu ukuran 36,tapi bisa pas.tapi yang ini sempit.",netral
"barang sudah sampai,respon cepat, sukses terus ya",positif
"sudah diterima dengan baik,terimaka ",positif
stock lama sudah bnyk terkelupas,negatif
"barangny bagus, dan enak dipakai, cm ada cacat dikit dikulitny",positif
"barang sudah sampai,ukuranya pas danamp; semoga awet",positif
agak berat tapi empuk semoga awet dan tahan lama,positif
produk sesuai foto dan deskripsi. size agak kecil dari normal. jd next time hra order 1 no lebih besar dari yang biasa dipakai.,positif
bagus bgt suka suka mksh,positif
"tanks, baranya bagus packing rapih, sukses terus bata",positif
bagus pas di kaki hanya lem solnya kurang rapi,positif
"sudah terima dengan baik, tq.",positif
terimaka . produk sesuai gambar.,positif
"cakep, sempet ke brp store tapi ga dpt size 36 danamp; warna cokalauatnya, ternyata dpt nya disini hapy bgt, kayanya bakalan order yang red haha. anyway maka banyak ya, respon cepat, pengiriman xpres, kmrn pesen today uda sampe senang senang ",positif
barang sudah di terima dengan baik,positif
kualitasnya emang juara produk produk bata,positif
"produk mantap, respon penjual cepat, terima ka tokopedia, terima ka bata oficial store.",positif
"bagus, hanya sayang, terlalu tingi rupanya .hehehe.",positif
"kegedean banget no 36 kyk no 37, gk kepake akhirnya.",negatif
"ok produk, agak keras saja sdikit",netral
"barang sudah sampai, bahan beludariu danamp; semoga awet",positif
bagus tapi depanya sempit,positif
"packing cukup rapi, sepatu pas di pakai.",positif
sepatunya bagus sukak ,positif
bgus enak dipakai tapi packing hanya diberikan kotak saja tidak dibungkus,positif
ok barang respon dan pelayanan,positif
makasi gan. sesuai pesanan,positif
barang sesuai pesanan mantap,positif
ukuran dan warna sesuai.pas bngt.bahanya beludariu gitu.bagus.,positif
tq.sudah sampai.,positif
"barangnya sangat sangat bagus, memuaskan! terima ka bata",positif
bagus dan sesuai pesanan.,positif
sesuai yang diharapkan senang ,positif
"sip lah, mantap, recomended bintang 5",positif
keren bata memang top ,positif
sudah diterima dengan baik dan pas,positif
barang dan packing bagus rapi,positif
produk sesuai foto dan deskripsi.,positif
enteng. empuk. keren nyaman banget,positif
"barang seperti dlm gambar, kualitas bagus. penjual fast response",positif
"lumayan enak dikaki, pas, nyaman. tapi pas mau masuk agak susah . overal sesuai pic. mantap",positif
barang suai dengan yang ditawarkan. mksh.,positif
"bagus semoga awet.,.",positif
barang sesuai dengan gambar. terimaka banyak.,netral
"kecewa berat ! 1. respon penjual sangat lama, kurang dari 1 jam sebelum auto cancel, resi baru dinput 2. diminta pengantian size via chat, dijawab dan#34;iyadan#34; tapi ternyata tidak diganti. 3. menganti kurir tanpa pemberitahuan terlebih dahulu, akibatnya saya kena charge lebih dan satu barang tidak jadi dikirim untuk menganti kelebihan ongkos kirim. 4. salah penulisan alamat, sehinga paket misroute sampai 2 kali. 5. ketika diminta menghubungi kurir untuk merevisi alamat, hanya dijawab dan#34;kami cek duludan#34; lalu menghilang ! saya akan ubah fedback ini jika ada tangung jawab anda untuk menyelesaikan masalah ini !",negatif
sandal kualitas bagus. packing rapi,positif
sandal bagus. packing rapi,positif
"kecewa berat ! 1. respon penjual sangat lama, kurang dari 1 jam sebelum auto cancel, resi baru dinput 2. diminta pengantian size via chat, dijawab dan#34;iyadan#34; tapi ternyata tidak diganti. 3. menganti kurir tanpa pemberitahuan terlebih dahulu, akibatnya saya kena charge lebih dan satu barang tidak jadi dikirim untuk menganti kelebihan ongkos kirim. 4. salah penulisan alamat, sehinga paket misroute sampai 2 kali. 5. ketika diminta menghubungi kurir untuk merevisi alamat, hanya dijawab dan#34;kami cek duludan#34; lalu menghilang ! saya akan ubah fedback ini jika ada tangung jawab anda untuk menyelesaikan masalah ini !",negatif
sesuai pesanan terima kasih.,positif
"barang bagus, respon cepet, pengiriman jg cepet, terimaka ",positif
bagus murah. kirim juga cepat,positif
"bagus sesuai deskrip ,cepet banget sampenya . recomended pokoknya sayaukak ",positif
barang bagus. pengiriman cepat,positif
terima kasih.paket sudah d terima.,positif
sesuai gambar dan pas utk anak saya,positif
bagus bingit ceper sampenya,positif
mluncur dengan selamat. tq,positif
ok ok ok ok okok ok ok ok ok,positif
kwalitas standar harga standar,positif
terimaka .,positif
kecil banget seperti nya salah size,netral
"barang sesuai dengan pesanan, bagus ",positif
maka . barang sudah sampaidanamp;sesuai dengan deakripsi.,netral
produk bagus .god penjual,positif
warna dan ukuran sesuai dengan deskripsi dan foto,positif
bagus. terima ka gan.,positif
lumayan cuman kalau bludariu suka rontok kena air,netral
"produk bagus, packing mohon lebih diperhatikan, dan untuk pengantian jasa pengiriman mohon di beritahukan sebelumnya. tq",positif
pengirimanya agak lama tapi overal semua bagus.tks,netral
